size_in_bytes,creation_time_ms,activation_time_ms,average_loop_time_ms,total_changes,average_changes_per_cell,average_changes_per_loop
384,0,4,0,38,0,0
384,0,4,0,33,0,0
384,0,4,0,37,0,0
384,0,4,0,31,0,0
384,0,4,0,39,0,0
384,0,4,0,34,0,0
384,0,4,0,33,0,0
384,0,4,0,32,0,0
384,0,4,0,28,0,0
384,0,4,0,28,0,0
384,0,4,0,31,0,0
384,0,4,0,33,0,0
384,0,4,0,35,0,0
384,0,4,0,34,0,0
384,0,4,0,34,0,0
384,0,4,0,32,0,0
384,0,4,0,32,0,0
384,0,4,0,28,0,0
384,0,4,0,27,0,0
384,0,4,0,29,0,0
384,0,4,0,36,0,0
384,0,4,0,26,0,0
384,0,4,0,34,0,0
384,0,4,0,35,0,0
384,0,4,0,30,0,0
384,0,4,0,30,0,0
384,0,4,0,33,0,0
384,0,4,0,33,0,0
384,0,4,0,33,0,0
384,0,4,0,29,0,0
384,0,4,0,25,0,0
384,0,4,0,22,0,0
384,0,4,0,34,0,0
384,0,4,0,33,0,0
384,0,4,0,32,0,0
384,0,4,0,37,0,0
384,0,4,0,33,0,0
384,0,4,0,32,0,0
384,0,4,0,29,0,0
384,0,4,0,35,0,0
384,0,4,0,30,0,0
384,0,4,0,23,0,0
384,0,4,0,38,0,0
384,0,4,0,30,0,0
384,0,4,0,32,0,0
384,0,4,0,29,0,0
384,0,4,0,34,0,0
384,0,4,0,30,0,0
384,0,4,0,31,0,0
384,0,4,0,34,0,0
384,0,4,0,33,0,0
384,0,4,0,37,0,0
384,0,4,0,31,0,0
384,0,4,0,36,0,0
384,0,4,0,39,0,0
384,0,4,0,37,0,0
384,0,4,0,29,0,0
384,0,4,0,37,0,0
384,0,4,0,33,0,0
384,0,4,0,26,0,0
384,0,4,0,30,0,0
384,0,4,0,33,0,0
384,0,4,0,33,0,0
384,0,4,0,32,0,0
384,0,4,0,31,0,0
384,0,4,0,37,0,0
384,0,4,0,29,0,0
384,0,4,0,33,0,0
384,0,4,0,32,0,0
384,0,4,0,25,0,0
384,0,4,0,37,0,0
384,0,4,0,39,0,0
384,0,4,0,29,0,0
384,0,4,0,33,0,0
384,0,4,0,34,0,0
384,0,4,0,35,0,0
384,0,4,0,33,0,0
384,0,4,0,36,0,0
384,0,4,0,31,0,0
384,0,4,0,36,0,0
384,0,4,0,34,0,0
384,0,4,0,34,0,0
384,0,4,0,27,0,0
384,0,4,0,33,0,0
384,0,4,0,35,0,0
384,0,4,0,41,0,0
384,0,4,0,39,0,0
384,0,4,0,27,0,0
384,0,4,0,30,0,0
384,0,4,0,23,0,0
384,0,4,0,34,0,0
384,0,4,0,28,0,0
384,0,4,0,24,0,0
384,0,4,0,16,0,0
384,0,4,0,34,0,0
384,0,4,0,32,0,0
384,0,4,0,34,0,0
384,0,4,0,29,0,0
384,0,4,0,34,0,0
384,0,4,0,27,0,0
